"","ID","Loss","NB","EXPOSURE","POWER","AGECAR","AGEDRIVER","BRAND","GAZ","REGION","DENSITY"
"235",6287,287,1,1,"d","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"236",6318,423,1,1,"e","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"237",6416,1077,1,0.55,"g","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"238",6465,1159,1,0.7,"e","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"239",6481,4810,1,0.6,"f","(4,15]","(17,22]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"240",6512,79,1,1,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"241",6519,1016,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"242",6532,2699,2,0.84,"g","(4,15]","(22,26]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"243",6532,602,2,0.84,"g","(4,15]","(22,26]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"244",6598,1147,1,0.54,"d","(15,Inf]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"245",6652,1410,1,0.79,"g","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R74","(200,500]"
"246",6660,1125,1,0.87,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R74","(40,200]"
"247",6666,2047,1,0.78,"d","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R74","(200,500]"
"248",6670,1078,2,1,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R74","[0,40]"
"249",6670,1099,2,1,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R74","[0,40]"
"250",6679,498,1,0.5,"e","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R74","[0,40]"
"251",6683,1729,1,0.81,"d","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Regular","R52","(200,500]"
"252",6688,351,1,0.2,"h","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R74","(200,500]"
"253",6711,681,1,1,"f","(4,15]","(42,74]","Fiat","Diesel","R74","[0,40]"
"254",6720,1158,1,0.98,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R74","(200,500]"
"255",6730,539,1,0.78,"e","(4,15]","(26,42]","Opel, General Motors or Ford","Regular","R74","[0,40]"
"256",6734,402,1,0.7,"n","(4,15]","(26,42]","Mercedes, Chrysler or BMW","Regular","R74","[0,40]"
"257",6743,1232,1,0.28,"g","(1,4]","(26,42]","Fiat","Regular","R11","(4.5e+03,Inf]"
"258",6747,240,1,1,"i","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R74","[0,40]"
"259",6750,1134,1,1,"e","(4,15]","(26,42]","Fiat","Regular","R74","(200,500]"
"260",6760,1100,1,0.76,"g","(4,15]","(26,42]","Fiat","Regular","R52","(200,500]"
"261",6762,106,1,0.89,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R74","[0,40]"
"262",6881,1189,1,1,"j","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"263",6927,1127,1,1,"f","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Diesel","R52","(40,200]"
"264",6933,1158,1,0.65,"f","[0,1]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R74","(500,4.5e+03]"
"265",6964,580,1,0.81,"e","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R52","(500,4.5e+03]"
"266",7003,984,1,1,"j","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R52","(40,200]"
"267",7006,1211,1,0.19,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R52","(500,4.5e+03]"
"268",7011,1098,1,1,"d","(4,15]","(17,22]","Opel, General Motors or Ford","Regular","R52","(40,200]"
"269",7039,237,1,0.62,"i","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R52","(40,200]"
"270",7061,160,1,0.8,"e","(1,4]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R52","(40,200]"
"271",7100,1662,1,0.5,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R52","(40,200]"
"272",7115,1109,1,0.16,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R52","(200,500]"
"273",7147,1114,1,1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R52","[0,40]"
"274",7167,1103,1,0.81,"e","(4,15]","(26,42]","Fiat","Regular","R11","(4.5e+03,Inf]"
"275",7184,1126,1,0.26,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R52","(200,500]"
"276",7204,1132,1,1,"d","[0,1]","(42,74]","Japanese (except Nissan) or Korean","Regular","R52","(40,200]"
"277",7217,1116,1,0.75,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R52","(40,200]"
"278",7238,1189,1,0.26,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R74","[0,40]"
"279",7299,117,1,1,"i","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R52","(40,200]"
"280",7313,1155,1,1,"g","(4,15]","(17,22]","Fiat","Regular","R52","[0,40]"
"281",7348,41,1,0.79,"e","(4,15]","(42,74]","Opel, General Motors or Ford","Diesel","R54","(500,4.5e+03]"
"282",7388,97,1,0.35,"g","[0,1]","(42,74]","Volkswagen, Audi, Skoda or Seat","Diesel","R72","(40,200]"
"283",7404,308,1,1,"g","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"284",7452,4506,1,0.42,"f","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","(40,200]"
"285",7464,2409,1,0.83,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"286",7468,559,1,1,"j","(4,15]","(22,26]","Opel, General Motors or Ford","Regular","R24","(40,200]"
"287",7496,1122,1,1,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"288",7571,2449,1,0.69,"f","[0,1]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"289",7600,3368,1,1,"f","(1,4]","(42,74]","other","Diesel","R24","(40,200]"
"290",7601,1812,1,0.71,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"291",7608,5846,1,0.96,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"292",7612,1096,1,0.89,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"293",7620,1106,1,0.57,"d","(15,Inf]","(22,26]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"294",7644,1127,1,1,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"295",7691,1098,1,0.46,"e","(4,15]","(17,22]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","(40,200]"
"296",7729,1156,1,0.34,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"297",7743,2688,1,0.43,"e","(4,15]","(26,42]","Fiat","Diesel","R24","(200,500]"
"298",7793,1182,1,1,"e","[0,1]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"299",7822,1110,1,0.06,"j","(4,15]","(26,42]","Japanese (except Nissan) or Korean","Regular","R24","(40,200]"
"300",7845,1136,1,0.31,"d","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"301",7859,51,1,1,"h","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R52","(200,500]"
"302",7876,1085,1,1,"f","(15,Inf]","(26,42]","Opel, General Motors or Ford","Regular","R24","(500,4.5e+03]"
"303",7906,1113,1,0.96,"f","(15,Inf]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R24","(40,200]"
"304",7918,3769,1,0.1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"305",7920,341,1,0.87,"e","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(500,4.5e+03]"
"306",7929,1096,1,0.47,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"307",7974,1460,1,0.3,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"308",7997,1136,1,0.66,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"309",8002,1099,1,0.58,"g","(1,4]","(42,74]","Japanese (except Nissan) or Korean","Regular","R24","(500,4.5e+03]"
"310",8012,545,1,0.74,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R11","(500,4.5e+03]"
"311",8052,1377,1,0.51,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R25","[0,40]"
"312",8055,162,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R52","[0,40]"
"313",8063,1061,1,1,"f","(4,15]","(42,74]","Fiat","Diesel","R24","(40,200]"
"314",8068,1072,1,1,"g","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"315",8097,1204,1,0.08,"d","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"316",8144,61,1,0.08,"f","(1,4]","(42,74]","Opel, General Motors or Ford","Diesel","R24","(40,200]"
"317",8168,115511,1,0.09,"h","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"318",8176,1093,1,1,"e","(4,15]","(26,42]","Opel, General Motors or Ford","Diesel","R24","[0,40]"
"319",8222,1181,1,1,"d","(4,15]","(42,74]","Fiat","Regular","R24","(200,500]"
"320",8269,1221,1,0.87,"h","(15,Inf]","(26,42]","Mercedes, Chrysler or BMW","Regular","R24","(200,500]"
"321",8271,1129,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"322",8288,1110,1,0.31,"i","(1,4]","(42,74]","Japanese (except Nissan) or Korean","Regular","R24","(500,4.5e+03]"
"323",8342,258,1,1,"f","(4,15]","(22,26]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"324",8347,170,1,1,"e","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","(40,200]"
"325",8369,686,1,1,"g","(1,4]","(42,74]","Japanese (except Nissan) or Korean","Regular","R24","(500,4.5e+03]"
"326",8409,732,1,1,"d","(4,15]","(74,Inf]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"327",8415,1161,1,0.74,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"328",8425,1115,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"329",8437,556,1,0.19,"j","(4,15]","(22,26]","Opel, General Motors or Ford","Diesel","R24","(200,500]"
"330",8439,304,1,1,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"331",8442,252,1,0.87,"e","(1,4]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R24","(500,4.5e+03]"
"332",8493,1747,2,1,"g","[0,1]","(42,74]","Opel, General Motors or Ford","Diesel","R24","(40,200]"
"333",8493,344,2,1,"g","[0,1]","(42,74]","Opel, General Motors or Ford","Diesel","R24","(40,200]"
"334",8508,890,1,1,"g","(1,4]","(42,74]","Mercedes, Chrysler or BMW","Regular","R24","(40,200]"
"335",8515,1101,1,1,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R52","(500,4.5e+03]"
"336",8560,89,1,0.9,"h","(4,15]","(26,42]","other","Regular","R52","(500,4.5e+03]"
"337",8565,1140,1,0.62,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R52","(500,4.5e+03]"
"338",8573,17,1,0.66,"e","(4,15]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R53","(200,500]"
"339",8592,1071,1,0.06,"l","[0,1]","(42,74]","Japanese (except Nissan) or Korean","Diesel","R52","(200,500]"
"340",8597,1076,1,0.61,"f","(15,Inf]","(42,74]","Renault, Nissan or Citroen","Regular","R52","(40,200]"
"341",8620,1155,1,0.52,"d","(15,Inf]","(42,74]","Opel, General Motors or Ford","Regular","R52","(500,4.5e+03]"
"342",8631,1030,1,1,"e","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R52","(40,200]"
"343",8647,4353,1,0.06,"j","(4,15]","(42,74]","Japanese (except Nissan) or Korean","Regular","R52","(500,4.5e+03]"
"344",8661,91,1,1,"d","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Diesel","R52","(500,4.5e+03]"
"345",8674,1095,2,0.5,"m","(4,15]","(26,42]","Mercedes, Chrysler or BMW","Regular","R52","(500,4.5e+03]"
"346",8674,1111,2,0.5,"m","(4,15]","(26,42]","Mercedes, Chrysler or BMW","Regular","R52","(500,4.5e+03]"
"347",8732,1106,1,0.91,"h","(15,Inf]","(42,74]","other","Diesel","R53","(500,4.5e+03]"
"348",8744,1207,1,0.45,"h","(4,15]","(22,26]","Japanese (except Nissan) or Korean","Regular","R24","[0,40]"
"349",8750,202,1,0.33,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R54","[0,40]"
"350",8781,946,2,1,"f","[0,1]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(200,500]"
"351",8781,284,2,1,"f","[0,1]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(200,500]"
"352",8784,411,1,1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R53","(200,500]"
"353",8792,1111,1,0.58,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"354",8847,1926,1,0.75,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R53","(500,4.5e+03]"
"355",8864,1163,1,0.45,"e","(15,Inf]","(42,74]","Opel, General Motors or Ford","Regular","R53","(500,4.5e+03]"
"356",8899,1185,1,0.58,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"357",8907,1432,1,1,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"358",8933,261,1,1,"h","(1,4]","(42,74]","Mercedes, Chrysler or BMW","Diesel","R53","(500,4.5e+03]"
"359",8945,1144,1,1,"d","(4,15]","(26,42]","Mercedes, Chrysler or BMW","Diesel","R53","(200,500]"
"360",8968,1107,1,0.86,"e","(15,Inf]","(26,42]","Volkswagen, Audi, Skoda or Seat","Regular","R53","(200,500]"
"361",9015,1104,1,0.61,"j","(1,4]","(26,42]","Japanese (except Nissan) or Korean","Diesel","R53","(200,500]"
"362",9016,943,1,1,"g","(1,4]","(26,42]","Fiat","Regular","R53","(500,4.5e+03]"
"363",9019,1154,1,1,"e","(1,4]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(500,4.5e+03]"
"364",9062,1151,1,1,"g","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R53","(40,200]"
"365",9087,1538,1,1,"g","(4,15]","(26,42]","Opel, General Motors or Ford","Diesel","R53","(40,200]"
"366",9108,1164,1,0.6,"g","(4,15]","(26,42]","Mercedes, Chrysler or BMW","Diesel","R53","(500,4.5e+03]"
"367",9111,567,1,0.31,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","(40,200]"
"368",9118,1193,1,1,"e","(1,4]","(42,74]","Opel, General Motors or Ford","Diesel","R53","(40,200]"
"369",9125,901,1,1,"g","(1,4]","(26,42]","Opel, General Motors or Ford","Regular","R53","(200,500]"
"370",9137,1157,1,0.57,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R53","(500,4.5e+03]"
"371",9156,1117,1,0.04,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R72","(200,500]"
"372",9158,547,1,0.81,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R72","(200,500]"
"373",9185,1141,1,0.92,"d","(1,4]","(42,74]","Fiat","Regular","R53","(200,500]"
"374",9255,1436,1,1,"d","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"375",9273,3178,1,0.9,"g","(4,15]","(22,26]","Volkswagen, Audi, Skoda or Seat","Regular","R53","(40,200]"
"376",9278,1128,1,1,"e","(4,15]","(42,74]","other","Diesel","R53","(200,500]"
"377",9287,1851,1,0.95,"g","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R53","(500,4.5e+03]"
"378",9288,2006,1,0.98,"h","[0,1]","(42,74]","Opel, General Motors or Ford","Diesel","R53","(500,4.5e+03]"
"379",9298,116379,1,0.62,"k","(4,15]","(26,42]","other","Regular","R53","(200,500]"
"380",9302,1069,1,0.75,"d","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R53","(40,200]"
"381",9414,1153,1,1,"g","(4,15]","(26,42]","Fiat","Regular","R24","(500,4.5e+03]"
"382",9440,1158,1,1,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"383",9446,1413,1,0.07,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R23","(40,200]"
"384",9465,1380,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R54","(500,4.5e+03]"
"385",9476,4307,1,1,"f","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Diesel","R54","[0,40]"
"386",9484,1190,1,0.1,"f","(4,15]","(22,26]","Fiat","Regular","R54","(200,500]"
"387",9499,15342,1,0.42,"l","(4,15]","(26,42]","Opel, General Motors or Ford","Regular","R54","(500,4.5e+03]"
"388",9515,255,1,1,"f","(4,15]","(26,42]","Fiat","Diesel","R54","(200,500]"
"389",9518,2728,1,1,"g","(4,15]","(26,42]","Mercedes, Chrysler or BMW","Diesel","R54","(500,4.5e+03]"
"390",9526,1181,1,0.93,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R54","(500,4.5e+03]"
"391",9533,2549,1,1,"e","(1,4]","(22,26]","Volkswagen, Audi, Skoda or Seat","Diesel","R54","(500,4.5e+03]"
"392",9569,499,1,0.52,"d","(4,15]","(42,74]","Fiat","Regular","R11","(4.5e+03,Inf]"
"393",9570,1089,1,1,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"394",9571,1129,1,1,"d","(4,15]","(26,42]","Fiat","Regular","R24","[0,40]"
"395",9606,1094,1,0.92,"e","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"396",9620,1114,1,0.57,"e","(1,4]","(26,42]","Volkswagen, Audi, Skoda or Seat","Diesel","R52","(500,4.5e+03]"
"397",9624,531,1,0.11,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(200,500]"
"398",9628,1079,1,1,"f","(1,4]","(42,74]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"399",9629,3703,1,0.73,"j","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R74","[0,40]"
"400",9636,1147,1,1,"f","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"401",9639,2157,1,1,"f","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R24","[0,40]"
"402",9664,1074,1,1,"e","(4,15]","(22,26]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"403",9681,1157,1,0.8,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R74","[0,40]"
"404",9682,1080,1,0.19,"i","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R74","[0,40]"
"405",9737,1080,1,0.29,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"406",9766,1045,1,0.66,"e","(4,15]","(26,42]","Opel, General Motors or Ford","Diesel","R24","[0,40]"
"407",9784,134,1,0.82,"f","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","(40,200]"
"408",9786,3210,1,0.08,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"409",9803,1152,1,0.9,"g","(1,4]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"410",9816,1147,1,0.75,"f","[0,1]","(22,26]","Renault, Nissan or Citroen","Regular","R11","(4.5e+03,Inf]"
"411",9872,395,1,0.33,"f","(4,15]","(26,42]","Opel, General Motors or Ford","Regular","R24","(40,200]"
"412",9918,1332,1,0.67,"e","[0,1]","(22,26]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"413",9952,92,1,0.47,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R54","(40,200]"
"414",9953,1158,1,1,"h","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R54","(40,200]"
"415",9960,1150,1,0.45,"f","(4,15]","(26,42]","Fiat","Regular","R54","(40,200]"
"416",10015,2027,1,0.1,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R54","(40,200]"
"417",10022,617,1,1,"g","(1,4]","(74,Inf]","Renault, Nissan or Citroen","Regular","R54","(40,200]"
"418",10030,78,1,1,"j","(4,15]","(42,74]","Opel, General Motors or Ford","Diesel","R54","(40,200]"
"419",10065,2771,1,0.78,"e","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R24","(40,200]"
"420",10070,1130,1,1,"f","(4,15]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"421",10075,297,1,1,"g","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(40,200]"
"422",10088,8421,1,0.64,"e","(4,15]","(17,22]","Renault, Nissan or Citroen","Regular","R24","(200,500]"
"423",10108,4502,1,0.26,"i","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"424",10130,33,1,1,"d","(4,15]","(26,42]","Opel, General Motors or Ford","Regular","R24","(200,500]"
"425",10153,1197,1,0.84,"f","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R11","(4.5e+03,Inf]"
"426",10168,1107,1,1,"i","(4,15]","(26,42]","Renault, Nissan or Citroen","Regular","R24","(500,4.5e+03]"
"427",10183,322,1,1,"g","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R31","(200,500]"
"428",10201,1114,1,1,"e","(1,4]","(42,74]","Fiat","Diesel","R24","(40,200]"
"429",10219,1125,1,1,"e","(4,15]","(26,42]","Opel, General Motors or Ford","Diesel","R24","(40,200]"
"430",10254,589,1,0.41,"g","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R24","[0,40]"
"431",10271,1109,1,1,"f","(4,15]","(26,42]","Fiat","Diesel","R24","(500,4.5e+03]"
"432",10282,328,1,0.54,"d","[0,1]","(17,22]","Opel, General Motors or Ford","Diesel","R24","(40,200]"
"433",10284,1133,1,1,"f","(4,15]","(42,74]","Volkswagen, Audi, Skoda or Seat","Regular","R54","(200,500]"
"434",10288,1137,1,0.98,"f","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R54","[0,40]"
"435",10299,3895,1,1,"f","[0,1]","(42,74]","Renault, Nissan or Citroen","Diesel","R54","(40,200]"
"436",10318,1292,1,1,"e","(1,4]","(26,42]","Renault, Nissan or Citroen","Diesel","R54","(200,500]"
"437",10339,1145,1,1,"d","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R54","(500,4.5e+03]"
"438",10352,1821,1,0.92,"i","(4,15]","(42,74]","Renault, Nissan or Citroen","Regular","R54","(40,200]"
"439",10354,1114,1,1,"j","(4,15]","(22,26]","Renault, Nissan or Citroen","Diesel","R54","(500,4.5e+03]"
"440",10372,101,1,0.35,"e","(4,15]","(22,26]","Renault, Nissan or Citroen","Regular","R72","(40,200]"
"441",10387,218,1,0.79,"d","(4,15]","(42,74]","Fiat","Regular","R54","(500,4.5e+03]"
"442",10389,1113,1,0.8,"f","(4,15]","(17,22]","Fiat","Diesel","R54","(40,200]"
"443",10419,1099,1,0.75,"e","(15,Inf]","(42,74]","Opel, General Motors or Ford","Regular","R54","(200,500]"
"444",10444,1647,1,0.45,"e","(4,15]","(42,74]","Renault, Nissan or Citroen","Diesel","R54","(500,4.5e+03]"
